,index,entity_name,model_output
16300,112379,maximum_weight_recommendation,100 lbs
16301,112380,item_weight,30 pounds
16302,112381,maximum_weight_recommendation,135KG
16303,112382,item_weight,135KG
16304,112383,item_weight,The image does not provide the item_weight of the item.
16305,112384,wattage,The wattage of the item in the image is 100W.
16306,112385,maximum_weight_recommendation,275 LBS
16307,112386,wattage,The wattage of the item in the image is 10 watts.
16308,112387,item_weight,The item weight is not provided in the image.
16309,112388,item_weight,The image does not provide the item_weight of the item.
16310,112389,item_weight,The image does not provide the item_weight of the item.
16311,112390,maximum_weight_recommendation,15 INCHES
16312,112391,item_weight,10 inches
16313,112392,wattage,10W
16314,112393,item_weight,The item weight is not specified in the image.
16315,112394,item_weight,2.5g
16316,112395,item_weight,2.2 lb
16317,112396,voltage,5.5V
16318,112397,item_volume,250 ml
16319,112398,item_weight,The item weight is not provided in the image.
16320,112399,item_weight,4g
16321,112400,voltage,5.4V
16322,112401,wattage,5.4W
16323,112402,item_volume,The item_volume of the item in the image is 500 ml.
16324,112403,item_weight,30LB
16325,112404,item_weight,The image does not provide any information regarding the item_weight.
16326,112405,item_weight,201LB
16327,112406,item_weight,0.024 lb
16328,112407,item_weight,The image does not provide the item_weight of the item.
16329,112408,wattage,The image does not provide any information about the wattage of the item.
16330,112409,item_volume,8 fl oz (236 ml)
16331,112410,maximum_weight_recommendation,330 lbs
16332,112411,item_weight,330 lbs
16333,112412,maximum_weight_recommendation,266 + 5g
16334,112413,item_weight,266 + 5g
16335,112414,item_weight,3 PCS
16336,112415,maximum_weight_recommendation,350 LBS
16337,112416,maximum_weight_recommendation,600 lbs
16338,112417,maximum_weight_recommendation,260LBS
16339,112418,maximum_weight_recommendation,2.2lbs
16340,112419,item_weight,880g
16341,112420,item_weight,945g
16342,112421,item_weight,13 g
16343,112422,item_volume,12 FL OZ (355 mL)
16344,112423,item_weight,10g
16345,112424,item_weight,65lb
16346,112425,item_volume,1.5 ml
16347,112426,maximum_weight_recommendation,285LBS
16348,112427,maximum_weight_recommendation,500lbs
16349,112428,maximum_weight_recommendation,500kg/1100lb
16350,112429,item_weight,500kg/1100lb
16351,112430,item_weight,The image does not provide the item_weight of the item.
16352,112431,item_weight,1.2mm screwdriver
16353,112432,item_weight,1.25 kg / 2.8 lbs
16354,112433,item_weight,2.5L
16355,112434,voltage,2.5L
16356,112435,item_volume,1.5 fl oz
16357,112436,item_weight,The image does not provide any information regarding the item's weight.
16358,112437,wattage,362 W
16359,112438,item_weight,362 + 5g
16360,112439,item_volume,100 ml
16361,112440,item_weight,2.42 kg
16362,112441,maximum_weight_recommendation,2.42kg
16363,112442,item_weight,113g
16364,112443,item_volume,16 fl oz
16365,112444,item_weight,128g
16366,112445,item_volume,750ML
16367,112446,item_weight,119g
16368,112447,item_weight,1.25kg
16369,112448,item_weight,120 LB
16370,112449,maximum_weight_recommendation,250.0 Pounds
16371,112450,item_weight,8.0 Pounds
16372,112451,item_volume,5 gallons
16373,112452,item_weight,The item weight is 1.8 kg.
16374,112453,item_weight,The item weight is not provided in the image.
16375,112454,item_weight,The image does not provide the item_weight of the item.
16376,112455,item_weight,3.3lbs
16377,112456,item_weight,4LBS
16378,112457,item_weight,500mAh
16379,112458,voltage,5000mAh
16380,112459,item_weight,10-20 KG
16381,112460,maximum_weight_recommendation,200KG
16382,112461,item_weight,10.5 oz
16383,112462,item_weight,369g (0.81 lb)
16384,112463,item_weight,440lbs
16385,112464,maximum_weight_recommendation,440lbs
16386,112465,maximum_weight_recommendation,10 lbs
16387,112466,item_weight,10 lbs
16388,112467,item_weight,98g
16389,112468,wattage,The image does not provide any information about the wattage of the item.
16390,112469,wattage,18-20 W
16391,112470,voltage,18V
16392,112471,item_weight,150
16393,112472,item_volume,10 ml
16394,112473,item_volume,3.4 FL.OZ.
16395,112474,maximum_weight_recommendation,100KG
16396,112475,item_weight,100KG
16397,112476,maximum_weight_recommendation,35lbs
16398,112477,item_weight,4.1 oz
16399,112478,maximum_weight_recommendation,250 LBS
16400,112479,item_weight,32 LBS
16401,112481,wattage,0.55W
16402,112482,item_weight,The image does not provide the item_weight of the item.
16403,112483,item_weight,4 TB
16404,112484,item_weight,The image does not provide the item_weight of the golf club bag.
16405,112485,item_weight,The image does not provide the item_weight of the item.
16406,112486,wattage,20W
16407,112487,item_weight,1.6 Meter
16408,112488,item_weight,80lb
16409,112489,voltage,12V
16410,112490,wattage,12W
16411,112491,voltage,3.3V
16412,112492,item_weight,The image does not provide the item_weight of the item.
16413,112493,item_weight,416 g
16414,112494,item_weight,330lbs
16415,112495,maximum_weight_recommendation,330lbs
16416,112496,wattage,210W
16417,112497,voltage,240V
16418,112498,item_weight,The image does not provide the item_weight of the item.
16419,112499,item_weight,0.36lb
16420,112500,voltage,2GB 12800U
16421,112501,item_weight,The image does not provide the item_weight of the item.
16422,112502,item_weight,39g (13.6oz)
16423,112503,item_weight,4.6g
16424,112504,item_volume,500 ml
16425,112505,voltage,The image shows a vintage gas lamp with a visible voltage indicator. The voltage of the lamp is 110 volts.
16426,112506,item_weight,25mm
16427,112507,item_weight,6 oz (170g)
16428,112508,wattage,The image does not provide any information about the wattage of the USB Type-C cable.
16429,112509,item_weight,The image does not provide the item_weight of the USB Type-C cable.
16430,112510,item_weight,2.0 inch
16431,112511,item_weight,16 lb
16432,112512,item_weight,480g
16433,112513,item_weight,330 lbs
16434,112514,maximum_weight_recommendation,330lbs
16435,112515,item_weight,290 lbs
16436,112516,item_weight,The image does not provide any information about the item_weight.
16437,112517,voltage,1100W
16438,112518,item_weight,2.0in
16439,112519,item_weight,32 oz
16440,112520,wattage,3.09W
16441,112521,item_weight,53g
16442,112522,item_weight,The image does not provide any information regarding the item_weight of the item.
16443,112523,item_weight,The item weight is not provided in the image.
16444,112524,maximum_weight_recommendation,The image does not provide a maximum weight recommendation for the item.
16445,112525,item_weight,The image does not provide the item_weight of the adhesive pads.
16446,112526,item_weight,0.31 lb
16447,112527,wattage,30W
16448,112528,item_weight,30W
16449,112529,item_weight,300g
16450,112530,item_volume,1 FL OZ (29mL)
16451,112531,item_weight,The image does not provide any information about the item_weight.
16452,112532,item_weight,The item weight is not provided in the image.
16453,112533,wattage,40 W
16454,112534,item_weight,14.0 Ounce
16455,112535,wattage,60W
16456,112536,item_weight,60W
16457,112537,item_weight,The image does not provide any information regarding the item_weight of the item.
16458,112538,item_weight,The item weight is not specified in the image.
16459,112539,item_weight,15 LB
16460,112540,item_volume,2.23 fl oz
16461,112541,item_weight,3.7 lbs
16462,112542,wattage,18W
16463,112543,item_weight,The image does not provide any information about the weight of the items.
16464,112544,item_volume,16 FL OZ / 473 ml
16465,112545,item_weight,The image does not provide the item_weight of the item.
16466,112546,item_weight,150 LBS.
16467,112547,maximum_weight_recommendation,250 LBS
16468,112548,item_volume,12 FL OZ (355 mL)
16469,112549,maximum_weight_recommendation,Max 30 lbs
16470,112550,item_weight,up to 30 lbs
16471,112551,maximum_weight_recommendation,150 lbs
16472,112552,item_weight,3.7lbs
16473,112553,maximum_weight_recommendation,1500lbs
16474,112554,item_weight,220lbs (100kg)
16475,112555,maximum_weight_recommendation,220lbs (100kg)
16476,112556,item_weight,2.53lb
16477,112557,maximum_weight_recommendation,1.8KG
16478,112558,item_volume,4.3 FL OZ (127 mL)
16479,112559,maximum_weight_recommendation,The image does not provide a maximum weight recommendation for the item.
16480,112560,item_weight,The image does not provide any information about the item_weight of the pet carrier.
16481,112561,item_weight,The item weight is not provided in the image.
16482,112562,item_weight,18.8 lbs
16483,112563,item_weight,8g
16484,112564,item_weight,2800 + 5g
16485,112565,maximum_weight_recommendation,3800.0 kg
16486,112566,wattage,5000RPM
16487,112567,voltage,10.5CFM
16488,112568,item_weight,The image does not provide the item_weight of the Mi TV Stick.
16489,112569,item_weight,20 lbs
16490,112570,item_weight,7800GIRLS
16491,112571,item_weight,37lbs
16492,112572,item_weight,65kg/143lbs
16493,112573,maximum_weight_recommendation,65kg/143lbs
16494,112574,item_weight,90g
16495,112575,maximum_weight_recommendation,90g
16496,112576,item_volume,8.45 FL OZ (250ml)
16497,112577,item_weight,5V/1A
16498,112578,wattage,5V/1A
16499,112579,item_weight,129lbs
16500,112580,voltage,The image does not provide a voltage value for the item.
16501,112581,item_weight,800 ml
16502,112582,item_weight,1.5g
16503,112583,item_weight,The image does not provide the item_weight of the item.
16504,112584,wattage,10.0W
16505,112585,voltage,12V DC
16506,112586,item_weight,300lbs
16507,112587,maximum_weight_recommendation,300lbs
16508,112588,item_weight,224g
16509,112589,maximum_weight_recommendation,224g
16510,112590,wattage,65W
16511,112591,item_weight,The image does not provide the item_weight of the golf bag.
16512,112592,item_weight,The item weight is not explicitly mentioned in the image.
16513,112593,item_weight,30.1 oz (854g)
16514,112594,wattage,1200 watts
16515,112595,voltage,1200 rpm
16516,112596,wattage,12A/300V
16517,112597,item_weight,The item weight is not explicitly mentioned in the image.
16518,112598,item_volume,4 fl oz (118 mL)
16519,112599,item_weight,120 PSI
16520,112600,item_weight,10W
16521,112601,wattage,10W
16522,112602,wattage,120W
16523,112603,voltage,12V
16524,112604,item_weight,38-53L
16525,112605,item_weight,30LB
16526,112606,item_weight,The image does not provide any information regarding the item_weight of the item.
16527,112607,maximum_weight_recommendation,660LBS
16528,112608,item_weight,660LBS
16529,112609,maximum_weight_recommendation,300KG
16530,112610,item_weight,300KG
16531,112611,voltage,3.3V
16532,112612,item_weight,1.61 LB
16533,112613,item_weight,The image does not provide the item_weight of the item.
16534,112614,item_volume,100 ml
16535,112615,item_volume,1.5 liters
16536,112616,item_weight,The image does not provide the item_weight of the item.
16537,112617,voltage,220V
16538,112618,wattage,240W
16539,112619,item_volume,2 FL OZ
16540,112620,maximum_weight_recommendation,600 lbs
16541,112621,item_weight,600 lbs
16542,112622,item_volume,1000 ml
16543,112623,item_volume,12 FL OZ
16544,112624,item_weight,The image does not provide any information regarding the item_weight of the item.
16545,112625,item_weight,The image does not provide any information about the item_weight.
16546,112626,item_weight,The image does not provide any information regarding the item_weight.
16547,112627,item_weight,The image does not provide any information regarding the weight of the items.
16548,112628,maximum_weight_recommendation,The image does not provide any information regarding the maximum weight recommendation for the items shown.
16549,112629,item_weight,The item weight is not provided in the image.
16550,112630,wattage,The image does not provide any information about the wattage of the item.
16551,112631,item_weight,320W
16552,112632,item_weight,196 g
16553,112633,maximum_weight_recommendation,196 g
16554,112634,voltage,220V
16555,112635,wattage,105W
16556,112636,item_volume,1000 ml
16557,112637,item_weight,0.14 oz
16558,112638,voltage,120W
16559,112639,wattage,120W
16560,112640,item_weight,24g
16561,112641,item_volume,The image does not provide a specific value for the item volume.
16562,112642,item_weight,80g
16563,112643,item_weight,The image does not provide the item_weight of the camera.
16564,112644,item_weight,3 SAC
16565,112645,item_weight,The item weight is not specified in the image.
16566,112646,item_weight,The image does not provide the item_weight of the item.
16567,112647,item_weight,10g
16568,112648,item_weight,8.0 oz
16569,112649,item_weight,400g
16570,112650,wattage,The image does not provide any information about the wattage of the item.
16571,112651,maximum_weight_recommendation,1160kg
16572,112652,item_volume,1000 ml
16573,112653,item_weight,The item weight is not provided in the image.
